Date,Close,High,Low,Open,Volume
2024-04-05,67837.64063,68725.75781,66011.47656,68515.75781,33748230056
2024-04-06,68896.10938,69629.60156,67491.71875,67840.57031,19967785809
2024-04-07,69362.55469,70284.42969,68851.63281,68897.10938,21204930369
2024-04-08,71631.35938,72715.35938,69064.24219,69362.55469,37261432669
2024-04-09,69139.01563,71742.50781,68212.92188,71632.5,36426900409
2024-04-10,70587.88281,71093.42969,67503.5625,69140.24219,38318601774
2024-04-11,70060.60938,71256.23438,69571.8125,70575.73438,30153382941
2024-04-12,67195.86719,71222.74219,65254.83594,70061.38281,44129299406
2024-04-13,63821.47266,67931.42969,60919.10547,67188.375,52869738185
2024-04-14,65738.72656,65824.42969,62205.85156,63836.23047,49084320047
2024-04-15,63426.21094,66878.64844,62332.07031,65739.64844,43595917654
2024-04-16,63811.86328,64355.66797,61716.40234,63419.29688,42847528078
2024-04-17,61276.69141,64486.36328,59768.58594,63831.84766,41915247049
2024-04-18,63512.75391,64125.6875,60833.48047,61275.31641,36006307335
2024-04-19,63843.57031,65481.59766,59651.39063,63510.75,49920425401
2024-04-20,64994.44141,65442.45703,63172.40234,63851.10156,23097485495
2024-04-21,64926.64453,65723.24219,64277.72266,64992.81641,20506644853
2024-04-22,66837.67969,67233.96094,64548.17969,64935.63281,28282686673
2024-04-23,66407.27344,67199.24219,65864.86719,66839.89063,24310975583
2024-04-24,64276.89844,67075.36719,63589.87109,66408.71875,30276655120
2024-04-25,64481.70703,65275.20703,62783.63281,64275.01953,32155786816
2024-04-26,63755.32031,64789.65625,63322.39844,64485.37109,24139372950
2024-04-27,63419.14063,63898.36328,62424.71875,63750.98828,19530783039
2024-04-28,63113.23047,64321.48438,62793.59766,63423.51563,17334827993
2024-04-29,63841.12109,64174.87891,61795.45703,63106.36328,26635912073
2024-04-30,60636.85547,64703.33203,59120.06641,63839.41797,37840840057
2024-05-01,58254.01172,60780.5,56555.29297,60609.49609,48439780271
2024-05-02,59123.43359,59602.29688,56937.20313,58253.70313,32711813559
2024-05-03,62889.83594,63320.50391,58848.3125,59122.30078,33172023048
2024-05-04,63891.47266,64494.95703,62599.35156,62891.03125,20620477992
2024-05-05,64031.13281,64610.89063,62955.30469,63892.45313,18296164805
2024-05-06,63161.94922,65494.90234,62746.23828,64038.3125,28697928697
2024-05-07,62334.81641,64390.45703,62285.98047,63162.76172,25930730982
2024-05-08,61187.94141,62986.08594,60877.12891,62332.64063,26088172222
2024-05-09,63049.96094,63404.91406,60648.07422,61191.19922,25453338161
2024-05-10,60792.77734,63446.74219,60208.78125,63055.19141,27804954694
2024-05-11,60793.71094,61451.15234,60492.625,60793.35547,13842272968
2024-05-12,61448.39453,61818.15625,60632.60156,60793.50391,13800459405
2024-05-13,62901.44922,63422.66016,60769.83984,61451.21875,27889181179
2024-05-14,61552.78906,63092.125,61123.76563,62900.77344,28186271527
2024-05-15,66267.49219,66454.45313,61330.41016,61553.98828,39815167074
2024-05-16,65231.58203,66712.42969,64613.05469,66256.10938,31573077994
2024-05-17,67051.875,67459.46094,65119.31641,65231.29688,28031279310
2024-05-18,66940.80469,67387.32813,66663.5,67066.21094,16712277406
2024-05-19,66278.36719,67694.29688,65937.17969,66937.92969,19249094538
2024-05-20,71448.19531,71483.5625,66086.17188,66278.74219,43850655717
2024-05-21,70136.53125,71946.46094,69191.125,71443.0625,46932005990
2024-05-22,69122.33594,70623.69531,68977.69531,70135.32031,32802561717
2024-05-23,67929.5625,70041.27344,66356.95313,69121.30469,41895680979
2024-05-24,68526.10156,69220.29688,66622.67188,67928.13281,29197308153
2024-05-25,69265.94531,69579.32031,68515.82031,68526.92188,15473071741
2024-05-26,68518.09375,69506.22656,68183.89063,69264.28906,15628433737
2024-05-27,69394.55469,70597.88281,68232.5,68512.17969,25870990717
2024-05-28,68296.21875,69514.64063,67227.15625,69392.19531,32722265965
2024-05-29,67578.09375,68852.46094,67101.49219,68296.35156,26707072906
2024-05-30,68364.99219,69500.53906,67118.07813,67576.08594,29509712534
2024-05-31,67491.41406,68999.5625,66633.42188,68362.51563,27387283769
2024-06-01,67706.9375,67839.76563,67386.19531,67489.60938,11641495604
2024-06-02,67751.60156,68409.16406,67315.52344,67710.27344,17110588415
2024-06-03,68804.78125,70230.82031,67589.83594,67753.89844,32401285324
2024-06-04,70567.76563,71047.40625,68564.64063,68804.57031,33149696545
2024-06-05,71082.82031,71735.41406,70390.71094,70568.35156,32810771409
2024-06-06,70757.16406,71625.73438,70119.125,71082.84375,25223152007
2024-06-07,69342.58594,71907.85156,68507.25781,70759.1875,36188381096
2024-06-08,69305.77344,69533.32031,69210.74219,69324.17969,14262185861
2024-06-09,69647.99219,69817.52344,69160.84375,69297.49219,13534028500
2024-06-10,69512.28125,70146.07031,69232.42188,69644.3125,20597699541
2024-06-11,67332.03125,69549.41406,66123.60156,69508.07813,37116136345
2024-06-12,68241.1875,69977.89063,66902.45313,67321.375,34497940694
2024-06-13,66756.39844,68365.78125,66304.5625,68243.10156,28955204146
2024-06-14,66011.09375,67294.64844,65056.89453,66747.57031,27403884779
2024-06-15,66191,66402.1875,65871.77344,66006.74219,14121265576
2024-06-16,66639.04688,66894.84375,66018.25,66189.35938,13281140541
2024-06-17,66490.29688,67188.32031,65094.96484,66636.51563,30006354476
2024-06-18,65140.74609,66556.70313,64066.95703,66490.97656,39481285950
2024-06-19,64960.29688,65695.35156,64693.30078,65146.66016,21103423504
2024-06-20,64828.65625,66438.96094,64547.84766,64960.29688,25641109124
2024-06-21,64096.19922,65007.54688,63378.89453,64837.98828,26188171739
2024-06-22,64252.57813,64475.46875,63929.75781,64113.86328,9858198793
2024-06-23,63180.79688,64491.70313,63180.79688,64248.96484,11170471802
2024-06-24,60277.41406,63292.52734,58601.69922,63173.35156,43152133651
2024-06-25,61804.64063,62258.26172,60239.75,60266.28125,29201215431
2024-06-26,60811.27734,62434.13672,60695.1875,61789.67578,22506003064
2024-06-27,61604.80078,62293.86328,60585.33203,60811.22656,21231745045
2024-06-28,60320.13672,62126.09766,59985.40234,61612.80469,24952866877
2024-06-29,60887.37891,61097.62109,60300.96484,60319.875,12652903396
2024-06-30,62678.29297,62892.82813,60632.94922,60888.44531,17333226409
2024-07-01,62851.98047,63777.22656,62495.51172,62673.60547,25468379421
2024-07-02,62029.01563,63203.35938,61752.74609,62844.41016,20151616992
2024-07-03,60173.92188,62187.70313,59419.38672,62034.33203,29756701685
2024-07-04,56977.70313,60399.67578,56777.80469,60147.13672,41149609230
2024-07-05,56662.375,57497.15234,53717.375,57022.80859,55417544033
2024-07-06,58303.53906,58472.54688,56038.96094,56659.07422,20610320577
2024-07-07,55849.10938,58371.12109,55793.32422,58239.42969,20553359505
2024-07-08,56705.09766,58131.33594,54321.01953,55849.57422,39766159899
2024-07-09,58009.22656,58239.19531,56316.875,56704.59766,27849512607
2024-07-10,57742.49609,59359.43359,57178.41406,58033.88281,26175260526
2024-07-11,57344.91406,59299.43359,57120.37891,57729.89063,28707803842
2024-07-12,57899.46484,58532.55469,56590.17578,57341.19531,25604805221
2024-07-13,59231.95313,59787.07813,57796.44141,57908.73828,17080061806
2024-07-14,60787.79297,61329.52734,59225.25,59225.25,22223416061
2024-07-15,64870.15234,64870.15234,60704.92969,60815.45703,38094526099
2024-07-16,65097.14844,65354.33984,62487.96875,64784.41797,41617346768
2024-07-17,64118.79297,66066.73438,63896.08594,65091.83203,32525071311
2024-07-18,63974.06641,65104.66016,63246.16406,64104.73828,27239305337
2024-07-19,66710.15625,67442.64063,63329.34375,63972.32422,37003855410
2024-07-20,67163.64844,67610.73438,66299.61719,66709.92188,19029581250
2024-07-21,68154.52344,68372.90625,65842.29688,67164.91406,26652190004
2024-07-22,67585.25,68480.0625,66611.29688,68152.97656,42649109453
2024-07-23,65927.67188,67779.01563,65484.46094,67584.80469,35605668666
2024-07-24,65372.13281,67113.98438,65146.99609,65927.85938,27470942309
2024-07-25,65777.22656,66112.42188,63473.47266,65375.875,38315761670
2024-07-26,67912.0625,68207.60156,65743.76563,65771.8125,30488630457
2024-07-27,67813.33594,69398.50781,66705.21875,67911.8125,34691905492
2024-07-28,68255.86719,68301.85156,67085.82813,67808.65625,18043166945
2024-07-29,66819.91406,69987.53906,66532.59375,68259.05469,40780682628
2024-07-30,66201.01563,66987.67188,65323.19141,66819.05469,31380492109
2024-07-31,64619.25,66810.21094,64532.04688,66201.27344,31292785994
2024-08-01,65357.5,65593.24219,62248.94141,64625.83984,40975554494
2024-08-02,61415.06641,65523.22266,61184.89453,65353.5,43060875727
2024-08-03,60680.09375,62148.37109,59836.52734,61414.80859,31753030589
2024-08-04,58116.97656,61062.98828,57210.80469,60676.09375,31758917219
2024-08-05,53991.45703,58268.82813,49121.23828,58110.29688,108991085584
2024-08-06,56034.31641,57059.91797,53973.27344,53991.34766,49300484106
2024-08-07,55027.46094,57726.88281,54620.50781,56040.63281,41637562185
2024-08-08,61710.13672,62673.76563,54766.72656,55030.02734,45298472567
2024-08-09,60880.11328,61751.86328,59587.85938,61728.20703,33425553115
2024-08-10,60945.8125,61464.51172,60287.56641,60881.23047,15745822278
2024-08-11,58719.48438,61778.66016,58348.82422,60944.89063,22759754812
2024-08-12,59354.51563,60680.33203,57688.89844,58719.39453,37078637820
2024-08-13,60609.56641,61572.39844,58506.25391,59356.20703,30327698167
2024-08-14,58737.26953,61687.75781,58472.875,60611.05078,29961696180
2024-08-15,57560.09766,59838.64844,56161.59375,58733.26172,35682112440
2024-08-16,58894.10547,59847.35938,57110.01953,57560.27344,29350938673
2024-08-17,59478.97266,59694.66797,58814.83203,58893.53125,13589684021
2024-08-18,58483.96484,60262.71875,58445.40234,59468.13281,17740625837
2024-08-19,59493.45313,59612.66016,57864.71094,58480.71094,25911207712
2024-08-20,59012.79297,61396.32813,58610.88281,59493.45313,31613400008
2024-08-21,61175.19141,61834.35156,58823.44531,59014.98828,32731154072
2024-08-22,60381.91406,61408.10938,59815.25391,61168.31641,27625734377
2024-08-23,64094.35547,64947.0625,60372.05078,60380.95313,42530509233
2024-08-24,64178.99219,64513.78906,63619.91797,64103.87109,21430585163
2024-08-25,64333.54297,64996.42188,63833.51953,64176.36719,18827683555
2024-08-26,62880.66016,64489.70703,62849.55859,64342.22656,27682040631
2024-08-27,59504.13281,63210.79688,58116.75,62879.70703,39103882198
2024-08-28,59027.625,60236.44922,57890.67578,59507.92578,40289564698
2024-08-29,59388.17969,61184.08203,58786.22656,59027.46875,32224990582
2024-08-30,59119.47656,59896.88672,57768.53125,59388.60156,32292756405
2024-08-31,58969.89844,59432.59375,58768.78516,59117.48047,12403470760
2024-09-01,57325.48828,59062.07031,57217.82422,58969.80078,24592449997
2024-09-02,59112.48047,59403.07031,57136.02734,57326.96875,27036454524
2024-09-03,57431.02344,59815.05859,57425.16797,59106.19141,26666961053
2024-09-04,57971.53906,58511.57031,55673.16406,57430.34766,35627680312
2024-09-05,56160.48828,58300.58203,55712.45313,57971.70313,31030280656
2024-09-06,53948.75391,56976.10938,52598.69922,56160.19141,49361693566
2024-09-07,54139.6875,54838.14453,53740.07031,53949.08594,19061486526
2024-09-08,54841.56641,55300.85938,53653.75781,54147.93359,18268287531
2024-09-09,57019.53516,58041.125,54598.43359,54851.88672,34618096173
2024-09-10,57648.71094,58029.97656,56419.41406,57020.09766,28857630507
2024-09-11,57343.17188,57991.32031,55567.33984,57650.28906,37049062672
2024-09-12,58127.01172,58534.35938,57330.10156,57343.17188,33835707949
2024-09-13,60571.30078,60648.02344,57650.11328,58130.32422,32490528356
2024-09-14,60005.12109,60656.72266,59517.88281,60569.11719,16428405496
2024-09-15,59182.83594,60381.91797,58696.30859,60000.72656,18120960867
2024-09-16,58192.50781,59205.51172,57501.33984,59185.22656,32032822113
2024-09-17,60308.53906,61316.08984,57628.07031,58192.50781,38075570118
2024-09-18,61649.67969,61664.06641,59218.25391,60309,40990702891
2024-09-19,62940.45703,63872.44141,61609.86719,61651.15625,42710252573
2024-09-20,63192.97656,64119.53125,62364.60547,62941.42578,35177164222
2024-09-21,63394.83984,63543.35938,62783.10547,63184.33984,14408616220
2024-09-22,63648.71094,63993.42188,62440.72656,63396.80469,20183348802
2024-09-23,63329.80078,64733.55859,62628.07813,63643.10156,31400285425
2024-09-24,64301.96875,64695.21484,62737.41797,63326.83984,29938335243
2024-09-25,63143.14453,64804.50391,62945.375,64302.58984,25078377700
2024-09-26,65181.01953,65790.79688,62669.26953,63138.54688,36873129847
2024-09-27,65790.66406,66480.69531,64852.99219,65180.66406,32058813449
2024-09-28,65887.64844,66255.53125,65458.03516,65792.17969,15243637984
2024-09-29,65635.30469,66069.34375,65450.01563,65888.89844,14788214575
2024-09-30,63329.5,65635.05469,62873.61719,65634.65625,37112957475
2024-10-01,60837.00781,64110.98047,60189.27734,63335.60547,50220923500
2024-10-02,60632.78516,62357.6875,59996.94922,60836.32422,40762722398
2024-10-03,60759.40234,61469.03906,59878.80469,60632.48438,36106447279
2024-10-04,62067.47656,62465.99219,60459.94141,60754.625,29585472513
2024-10-05,62089.94922,62371.02344,61689.58203,62067.60938,13305410749
2024-10-06,62818.95313,62959.57031,61833.14844,62084.98828,14776233667
2024-10-07,62236.66016,64443.70703,62152.55078,62819.10938,34253562610
2024-10-08,62131.96875,63174.30469,61843.5625,62221.64453,28134475157
2024-10-09,60582.10156,62508.83594,60314.61328,62131.72656,27670982363
2024-10-10,60274.5,61236.72266,58895.20703,60581.92969,30452813570
2024-10-11,62445.08984,63400.87109,60046.125,60275.46094,30327141594
2024-10-12,63193.02344,63448.78516,62443.26953,62444.61719,16744110886
2024-10-13,62851.375,63272.65234,62035.63672,63192.94531,18177529690
2024-10-14,66046.125,66482.49219,62442.15234,62848.39844,43706958056
2024-10-15,67041.10938,67881.67969,64809.19531,66050.36719,48863870879
2024-10-16,67612.71875,68375.28906,66758.72656,67042.46094,38195189534
2024-10-17,67399.83594,67912.21094,66647.39063,67617.07813,32790898511
2024-10-18,68418.78906,68969.75,67177.82031,67419.10938,36857165014
2024-10-19,68362.73438,68668.00781,68024.64063,68418.97656,14443497908
2024-10-20,69001.70313,69359.00781,68105.71875,68364.17969,18975847518
2024-10-21,67367.85156,69462.73438,66829.85156,69002,37498611780
2024-10-22,67361.40625,67801.57813,66581.36719,67360.70313,31808472566
2024-10-23,66432.19531,67402.74219,65188.03516,67362.375,32263980353
2024-10-24,68161.05469,68798.96094,66454.10156,66653.70313,31414428647
2024-10-25,66642.41406,68722.15625,65521.79297,68165.29688,41469984306
2024-10-26,67014.69531,67317.92188,66360.59375,66628.73438,19588098156
2024-10-27,67929.29688,68221.3125,66847.22656,67023.47656,16721307878
2024-10-28,69907.75781,70212.26563,67535.13281,67922.67188,38799856657
2024-10-29,72720.49219,73577.21094,69729.91406,69910.04688,58541874402
2024-10-30,72339.53906,72905.29688,71411.73438,72715.36719,40646637831
2024-10-31,70215.1875,72662.3125,69590.5,72335.04688,40627912076
2024-11-01,69482.46875,71559.01563,68779.70313,70216.89844,49989795365
2024-11-02,69289.27344,69867.35156,69033.71875,69486.02344,18184612091
2024-11-03,68741.11719,69361.65625,67482.52344,69296.38281,34868307655
2024-11-04,67811.50781,69433.17969,66803.64844,68742.13281,41184819348
2024-11-05,69359.5625,70522.78906,67458.86719,67811.17188,46046889204
2024-11-06,75639.07813,76460.15625,69322.03125,69358.5,118592653963
2024-11-07,75904.85938,76943.11719,74480.42188,75637.08594,63467654989
2024-11-08,76545.47656,77252.75,75648.74219,75902.83594,55176858003
2024-11-09,76778.86719,76932.76563,75773.78906,76556.1875,29009480361
2024-11-10,80474.1875,81474.42188,76565.42969,76775.54688,82570594495
2024-11-11,88701.48438,89604.5,80283.25,80471.41406,117966845037
2024-11-12,87955.8125,89956.88281,85155.10938,88705.5625,133673285375
2024-11-13,90584.16406,93434.35156,86256.92969,87929.96875,123559027869
2024-11-14,87250.42969,91765.21875,86682.8125,90574.88281,87616705248
2024-11-15,91066.00781,91868.74219,87124.89844,87284.17969,78243109518
2024-11-16,90558.47656,91763.94531,90094.22656,91064.36719,44333192814
2024-11-17,89845.85156,91433.03906,88741.66406,90558.46094,46350159305
2024-11-18,90542.64063,92596.78906,89393.59375,89843.71875,75535775084
2024-11-19,92343.78906,94002.86719,90426.98438,90536.8125,74521048295
2024-11-20,94339.49219,94902.02344,91619.5,92341.89063,71730956426
2024-11-21,98504.72656,99014.21875,94132.60156,94334.64063,106024505582
2024-11-22,98997.66406,99655.5,97222.66406,98496.42969,78473580551
2024-11-23,97777.28125,99014.67969,97232.89063,99006.74219,44414644677
2024-11-24,98013.82031,98647.17969,95788.07813,97778.09375,51712020623
2024-11-25,93102.29688,98935.03125,92642.91406,98033.44531,80909462490
2024-11-26,91985.32031,94991.75,90770.8125,93087.28125,91656519855
2024-11-27,95962.53125,97361.17969,91778.66406,91978.14063,71133452438
2024-11-28,95652.46875,96650.20313,94677.35156,95954.94531,52260008261
2024-11-29,97461.52344,98693.17188,95407.88281,95653.95313,54968682476
2024-11-30,96449.05469,97499.34375,96144.21875,97468.8125,31634227866
2024-12-01,97279.78906,97888.125,95770.1875,96461.33594,36590695296
2024-12-02,95865.30469,98152.60156,94482.86719,97276.00781,72680784305
2024-12-03,96002.16406,96297.20313,93629.5625,95854.59375,67067810961
2024-12-04,98768.53125,99207.32813,94660.52344,95988.53125,77199817112
2024-12-05,96593.57031,103900.4688,91998.78125,98741.53906,149218945580
2024-12-06,99920.71094,102039.8828,96514.875,97074.22656,94534772658
2024-12-07,99923.33594,100563.3828,99030.88281,99916.71094,44177510897
2024-12-08,101236.0156,101399.9922,98771.51563,99921.91406,44125751925
2024-12-09,97432.71875,101272.5078,94355.91406,101237.0625,110676473908
